winner,starter,total_turns,win_direction,depth,turn_times,average_turn_time,turn_nodes,average_turn_nodes

Minimax,Greedy,10,horizontal,True,True,4,"[9.4834, 25.7424, 41.564, 36.8676, 17.6738]",26.27,"[58260, 148010, 240860, 217612, 110970]",155142.4

Minimax,Greedy,6,vertical,True,True,3,"[1.1431, 2.1008, 1.8501]",1.7,"[6463, 12178, 11177]",9939.33

Minimax,Minimax,5,vertical,True,True,2,"[0.164, 0.186, 0.255]",0.2,"[916, 1038, 1428]",1127.33

Minimax,Minimax,3,horizontal,True,True,5,"[28.3113, 31.6022]",29.96,"[131081, 166989]",149035.0

Greedy,Greedy,9,vertical,True,True,4,"[9.5709, 24.8343, 45.1465, 39.4763]",29.76,"[57539, 139876, 261431, 230216]",172265.5

Minimax,Minimax,7,horizontal,True,True,3,"[1.171, 2.8383, 0.903, 0.9407]",1.46,"[6387, 15838, 5344, 5625]",8298.5

Minimax,Minimax,9,horizontal,True,True,2,"[0.147, 0.18, 0.331, 0.221, 0.173]",0.21,"[835, 1018, 1846, 1313, 991]",1200.6

Minimax,Greedy,12,lrd,True,True,5,"[21.1681, 46.4859, 25.7349, 34.8444, 30.2279, 13.6668]",28.69,"[92838, 209652, 119050, 173074, 166816, 83378]",140801.33

Minimax,Minimax,3,horizontal,True,True,4,"[8.1496, 25.314]",16.73,"[47242, 147348]",97295.0

Minimax,Greedy,4,horizontal,True,True,3,"[0.937, 1.7536]",1.35,"[5311, 10207]",7759.0

Minimax,Greedy,4,horizontal,True,True,2,"[0.156, 0.153]",0.15,"[877, 919]",898.0




