winner, starter, total_turns, win_direction, depth, turn_times, average_turn_time, turn_nodes, average_turn_nodes

Negamax,Negamax,15,vertical,4,"[0.0019998550415039062, 2.4708573818206787, 5.179494142532349, 8.506813764572144, 11.611952781677246, 12.972500801086426, 13.144083499908447, 7.31801176071167]",7.650714248418808,"[1, 13317, 28250, 46464, 64430, 73077, 76439, 44804]",7.650714248418808

