winner,starter,total_turns,win_direction,ab_pruning,t_tables,depth,turn_times,average_turn_time,turn_nodes,average_turn_nodes
Minimax,Random,10,horizontal,True,True,3,"[0.3875, 0.5964, 1.7262, 2.4415, 1.835]",1.4,"[1996, 3105, 9218, 12779, 10138]",7447.2
Minimax,Random,14,vertical,True,True,3,"[0.3842, 0.6555, 0.9542, 1.4403, 2.1079, 1.9622, 1.6169]",1.3,"[1986, 3447, 5056, 7479, 10911, 10562, 9742]",7026.14
Minimax,Random,12,horizontal,True,True,3,"[0.3805, 1.1556, 0.9726, 1.9815, 2.138, 2.2118]",1.47,"[1986, 6061, 5159, 10255, 11049, 12028]",7756.33
Minimax,Random,12,lrd,True,True,3,"[0.3918, 1.107, 1.104, 1.0615, 1.6237, 1.8711]",1.19,"[2033, 5822, 5730, 5587, 8706, 10711]",6431.5
Minimax,Random,16,vertical,True,True,3,"[0.4101, 0.542, 0.6536, 1.3982, 1.8129, 2.2372, 2.044, 1.7121]",1.35,"[2138, 2827, 3420, 7260, 9523, 12203, 11360, 10402]",7391.62
Minimax,Random,13,horizontal,True,True,3,"[0.406, 0.427, 1.1801, 1.235, 1.1717, 0.7551]",0.86,"[2138, 2220, 6043, 6359, 6534, 4764]",4676.33
Minimax,Minimax,13,vertical,True,True,3,"[0.002, 0.564, 0.4881, 1.088, 1.6538, 1.576, 1.5477]",0.99,"[1, 2915, 2552, 5670, 8593, 8152, 8402]",5183.57
Minimax,Minimax,9,vertical,True,True,3,"[0.002, 0.482, 0.537, 1.292, 2.1177]",0.89,"[1, 2535, 2793, 6888, 11089]",4661.2
Minimax,Random,13,horizontal,True,True,3,"[0.388, 1.089, 1.2115, 1.456, 1.6952, 0.6188]",1.08,"[2007, 5685, 6223, 7533, 9120, 3896]",5744.0
Minimax,Random,12,horizontal,True,True,3,"[0.414, 0.4261, 1.2214, 1.2735, 1.5173, 1.6965]",1.09,"[2138, 2220, 6246, 6537, 8097, 9727]",5827.5
Minimax,Minimax,13,horizontal,True,True,3,"[0.002, 0.4487, 0.654, 0.9648, 1.7861, 2.315, 1.641]",1.12,"[1, 2342, 3558, 5102, 9278, 12284, 9370]",5990.71
Minimax,Minimax,7,horizontal,True,True,5,"[0.002, 13.7946, 17.2691, 21.9076]",13.24,"[1, 58925, 77484, 111911]",62080.25
Minimax,Random,10,vertical,True,True,5,"[9.7984, 17.0094, 33.8751, 65.4104, 69.1695]",39.05,"[39003, 69930, 144106, 300437, 361424]",182980.0
Minimax,Random,16,vertical,True,True,5,"[9.6451, 17.5827, 17.578, 50.4278, 61.6147, 84.9275, 31.8359, 14.316]",35.99,"[38408, 74928, 69754, 223131, 295429, 428531, 167615, 84491]",172785.88
Minimax,Random,16,lru,True,True,5,"[9.9009, 14.3387, 41.9253, 52.9998, 134.6215, 125.7145, 43.2376, 34.3982]",57.14,"[39047, 61874, 172992, 246025, 578896, 609123, 232666, 206367]",268373.75
Minimax,Random,12,vertical,True,True,5,"[9.5595, 22.909, 33.3819, 53.0834, 95.3462, 81.021]",49.22,"[37841, 103761, 148131, 247106, 458971, 422982]",236465.33
Minimax,Random,16,vertical,True,True,5,"[10.0226, 14.0268, 18.3331, 57.3503, 75.5934, 19.8677, 25.7234, 21.1365]",30.26,"[39637, 59793, 75506, 261936, 362066, 109626, 155228, 126681]",148809.12
Minimax,Random,14,vertical,True,True,5,"[9.5689, 13.7416, 18.3933, 46.3413, 67.9747, 88.7742, 42.1611]",40.99,"[37665, 58601, 72108, 213185, 322031, 458928, 249919]",201776.71
