winner,starter,total_turns,win_direction,ab_pruning,t_tables,depth,turn_times,average_turn_time,turn_nodes,average_turn_nodes
Minimax,Minimax,9,vertical,True,True,3,"[0.5049, 0.863, 1.4608, 2.3608, 2.2335]",1.48,"[2785, 4818, 8066, 13031, 12990]",8338.0

Minimax,Minimax,9,horizontal,True,True,2,"[0.136, 0.082, 0.1625, 0.226, 0.237]",0.17,"[758, 442, 878, 1277, 1343]",939.6

Minimax,Minimax,7,vertical,True,True,5,"[16.3587, 53.9927, 56.92, 60.1659]",46.86,"[74831, 255720, 277776, 332343]",235167.5

Minimax,Minimax,7,lrd,True,True,4,"[11.0748, 48.338, 62.0432, 30.6134]",38.02,"[62545, 272205, 348568, 177818]",215284.0

Minimax,Greedy,12,lru,True,True,3,"[0.5172, 1.307, 2.2919, 2.0824, 2.12, 1.4893]",1.63,"[2940, 7160, 12685, 11889, 11992, 9016]",9280.33

Minimax,Greedy,10,vertical,True,True,2,"[0.13, 0.155, 0.29, 0.2232, 0.154]",0.19,"[822, 848, 1571, 1335, 973]",1109.8

Minimax,Greedy,10,vertical,True,True,5,"[12.8252, 48.1352, 102.2907, 71.9132, 50.5494]",57.14,"[61693, 211662, 489490, 373344, 297456]",286729.0

Minimax,Greedy,10,vertical,True,True,4,"[9.5475, 25.7566, 48.4462, 34.1625, 21.0821]",27.8,"[57766, 145001, 276035, 196574, 126606]",160396.4

Minimax,Greedy,8,vertical,True,True,3,"[0.4905, 1.5163, 2.5548, 2.9402]",1.88,"[2805, 8227, 13997, 16528]",10389.25

Minimax,Minimax,9,lru,True,True,2,"[0.141, 0.077, 0.171, 0.228, 0.171]",0.16,"[791, 420, 949, 1283, 983]",885.2

Minimax,Greedy,10,lru,True,True,5,"[36.1925, 83.4868, 72.0286, 46.9382, 24.0399]",52.54,"[165331, 417572, 393016, 247096, 138206]",272244.2

Minimax,Greedy,8,horizontal,True,True,4,"[17.3157, 27.9447, 23.7934, 13.5273]",20.65,"[102390, 158508, 134339, 78466]",118425.75

Minimax,Minimax,5,vertical,True,True,3,"[1.031, 1.729, 0.8825]",1.21,"[5606, 9554, 5366]",6842.0

Minimax,Minimax,7,vertical,True,True,2,"[0.064, 0.081, 0.15, 0.217]",0.13,"[348, 424, 830, 1219]",705.25

Minimax,Minimax,7,vertical,True,True,5,"[25.2459, 51.6259, 57.1202, 59.9422]",48.48,"[117982, 250538, 281169, 332343]",245508.0

Minimax,Greedy,4,horizontal,True,True,4,"[16.8299, 34.675]",25.75,"[96512, 199580]",148046.0

Minimax,Minimax,3,horizontal,True,True,3,"[0.646, 1.2602]",0.95,"[3693, 7438]",5565.5

Greedy,Greedy,9,vertical,True,True,2,"[0.167, 0.216, 0.213, 0.206]",0.2,"[922, 1204, 1212, 1244]",1145.5

Minimax,Greedy,10,lru,True,True,5,"[33.5376, 83.4851, 71.1475, 45.9908, 23.5577]",51.54,"[154404, 417572, 393016, 247096, 138206]",270058.8

Minimax,Greedy,10,vertical,True,True,4,"[16.5977, 30.9938, 43.067, 35.6889, 23.2871]",29.93,"[97036, 174854, 244585, 210473, 142247]",173839.0

Minimax,Minimax,7,vertical,True,True,3,"[0.441, 1.06, 1.4534, 2.2816]",1.31,"[2566, 5769, 8048, 13145]",7382.0

Minimax,Minimax,9,horizontal,True,True,2,"[0.07, 0.159, 0.197, 0.269, 0.2237]",0.18,"[383, 878, 1081, 1460, 1255]",1011.4

Minimax,Minimax,11,lru,True,True,5,"[24.7973, 36.502, 89.8326, 78.4757, 44.601, 22.7449]",49.49,"[110363, 167676, 442474, 395504, 258393, 149911]",254053.5

Minimax,Greedy,4,horizontal,True,True,4,"[18.7588, 19.453]",19.11,"[108126, 115085]",111605.5

Minimax,Greedy,10,lru,True,True,3,"[1.1371, 1.9925, 1.605, 1.6217, 1.1565]",1.5,"[6405, 11513, 9686, 9504, 6864]",8794.4

Minimax,Minimax,9,horizontal,True,True,2,"[0.171, 0.077, 0.158, 0.226, 0.239]",0.17,"[866, 417, 878, 1277, 1343]",956.2

Minimax,Greedy,6,vertical,True,True,5,"[63.9624, 124.7632, 105.908]",98.21,"[281140, 591977, 561188]",478101.67

Minimax,Greedy,4,horizontal,True,True,4,"[21.3131, 12.3243]",16.82,"[125128, 74510]",99819.0

Minimax,Minimax,11,lrd,True,True,3,"[0.6935, 2.2415, 2.504, 2.9992, 1.761, 1.5998]",1.97,"[3798, 12401, 13952, 17239, 10506, 10006]",11317.0

Minimax,Minimax,9,vertical,True,True,2,"[0.074, 0.141, 0.227, 0.3016, 0.17]",0.18,"[401, 768, 1268, 1715, 973]",1025.0

Minimax,Greedy,10,vertical,True,True,5,"[14.183, 45.985, 82.7813, 66.5545, 38.2347]",49.55,"[65441, 199707, 405244, 349725, 230082]",250039.8

Minimax,Minimax,5,vertical,True,True,4,"[11.0161, 23.7096, 27.0169]",20.58,"[63180, 135882, 157226]",118762.67

Minimax,Minimax,7,horizontal,True,True,3,"[0.6182, 1.816, 1.3178, 1.515]",1.32,"[3397, 10061, 7331, 9225]",7503.5

Minimax,Greedy,10,lru,True,True,2,"[0.1342, 0.2381, 0.343, 0.328, 0.227]",0.25,"[751, 1339, 1949, 1870, 1279]",1437.6

Minimax,Minimax,3,horizontal,True,True,5,"[26.4171, 48.9881]",37.7,"[124050, 245960]",185005.0

Greedy,Greedy,11,lru,True,True,4,"[7.0349, 24.8422, 41.1936, 32.572, 48.8713]",30.9,"[43103, 142218, 239251, 190740, 289218]",180906.0

Minimax,Greedy,8,vertical,True,True,3,"[0.436, 1.3301, 2.279, 1.84]",1.47,"[2503, 7349, 12666, 10798]",8329.0

Minimax,Minimax,11,lrd,True,True,2,"[0.066, 0.088, 0.169, 0.165, 0.261, 0.2738]",0.17,"[364, 479, 936, 861, 1458, 1556]",942.33

Minimax,Greedy,10,lrd,True,True,5,"[13.9763, 45.5946, 87.4269, 75.1866, 44.4602]",53.33,"[65966, 200821, 421513, 388610, 251942]",265770.4

Minimax,Greedy,10,vertical,True,True,4,"[6.971, 25.4148, 48.0824, 33.8465, 20.8222]",27.03,"[42576, 145001, 276035, 196574, 126606]",157358.4

Minimax,Minimax,5,vertical,True,True,3,"[0.958, 1.314, 1.7054]",1.33,"[5343, 7293, 9573]",7403.0

Minimax,Greedy,4,horizontal,True,True,2,"[0.2471, 0.112]",0.18,"[1396, 636]",1016.0

Minimax,Minimax,10,horizontal,True,True,5,"[14.1009, 37.307, 82.7486, 88.547, 71.3498]",58.81,"[62440, 170357, 411330, 434926, 384880]",292786.6

Minimax,Minimax,3,horizontal,True,True,4,"[21.1284, 20.5856]",20.86,"[123345, 119107]",121226.0

Minimax,Minimax,5,horizontal,True,True,3,"[1.2029, 2.3478, 1.4026]",1.65,"[6726, 13553, 8147]",9475.33

Minimax,Greedy,6,vertical,True,True,2,"[0.149, 0.2474, 0.183]",0.19,"[834, 1374, 1063]",1090.33

Minimax,Minimax,7,vertical,True,True,5,"[11.3698, 20.2145, 56.243, 86.1371]",43.49,"[57478, 84188, 261123, 443913]",211675.5

Minimax,Minimax,7,vertical,True,True,4,"[12.1951, 16.0433, 32.5909, 37.888]",24.68,"[72271, 91180, 184821, 219245]",141879.25

Minimax,Greedy,8,vertical,True,True,3,"[1.1322, 1.2361, 2.0638, 2.2719]",1.68,"[6238, 6777, 11692, 13320]",9506.75

Minimax,Greedy,8,vertical,True,True,2,"[0.143, 0.23, 0.4126, 0.172]",0.24,"[810, 1281, 2304, 1009]",1351.0

Minimax,Minimax,11,vertical,True,True,5,"[26.2992, 61.7699, 45.6476, 57.0677, 52.1373, 22.9455]",44.31,"[119186, 290776, 222968, 301197, 301093, 153023]",231373.83

Minimax,Minimax,9,horizontal,True,True,4,"[10.6227, 15.9128, 25.6059, 32.4032, 29.4964]",22.81,"[61834, 90790, 145771, 185710, 173460]",131513.0

Minimax,Minimax,3,horizontal,True,True,3,"[0.794, 0.6126]",0.7,"[4556, 3846]",4201.0

Minimax,Greedy,10,horizontal,True,True,2,"[0.066, 0.155, 0.217, 0.233, 0.166]",0.17,"[398, 872, 1238, 1331, 981]",964.0

Minimax,Minimax,10,horizontal,True,True,5,"[14.1132, 37.182, 82.8568, 88.7034, 71.1979]",58.81,"[62440, 170357, 411330, 434926, 384880]",292786.6

Minimax,Minimax,9,vertical,True,True,4,"[21.2264, 23.4505, 55.7957, 25.9618, 15.8161]",28.45,"[122022, 135312, 320923, 154113, 102473]",166968.6

Minimax,Minimax,3,horizontal,True,True,3,"[1.1189, 1.239]",1.18,"[6254, 7438]",6846.0

Minimax,Minimax,11,lrd,True,True,2,"[0.0664, 0.087, 0.168, 0.155, 0.2613, 0.271]",0.17,"[370, 482, 936, 861, 1458, 1556]",943.83

Minimax,Minimax,13,lrd,True,True,5,"[15.5892, 49.7696, 101.0411, 69.3621, 48.1429, 42.8688, 29.605]",50.91,"[69259, 238812, 517317, 378030, 270557, 254586, 172354]",271559.29

Minimax,Greedy,12,lru,True,True,4,"[7.7894, 24.1792, 39.6313, 32.9576, 32.82, 20.7649]",26.36,"[47782, 138425, 229690, 192424, 197455, 132209]",156330.83

Minimax,Greedy,8,lru,True,True,3,"[0.569, 1.4744, 2.8212, 3.1087]",1.99,"[3331, 8119, 15337, 17461]",11062.0

Minimax,Minimax,9,vertical,True,True,2,"[0.131, 0.082, 0.208, 0.3476, 0.3019]",0.21,"[744, 455, 1160, 1936, 1672]",1193.4

Minimax,Minimax,10,horizontal,True,True,5,"[13.7784, 37.1929, 82.443, 88.9346, 71.2539]",58.72,"[61639, 170357, 411330, 434926, 384880]",292626.4

Minimax,Minimax,5,vertical,True,True,4,"[36.2011, 33.8268, 16.9104]",28.98,"[209912, 195673, 101361]",168982.0

Minimax,Minimax,11,vertical,True,True,3,"[0.854, 1.2215, 1.4071, 1.3568, 1.785, 1.911]",1.42,"[4628, 6688, 8147, 8053, 11264, 11065]",8307.5

Minimax,Greedy,10,horizontal,True,True,2,"[0.06, 0.156, 0.218, 0.234, 0.1683]",0.17,"[363, 872, 1238, 1331, 981]",957.0

Minimax,Greedy,6,vertical,True,True,5,"[32.8799, 122.87, 192.2431]",116.0,"[148589, 396228, 589576]",378131.0

Minimax,Minimax,7,vertical,True,True,4,"[25.4415, 26.8868, 55.0974, 64.1066]",42.88,"[89671, 90246, 184821, 219245]",145995.75

Minimax,Minimax,11,vertical,True,True,3,"[1.3094, 1.3021, 2.6688, 3.8173, 3.7836, 2.6226]",2.58,"[4463, 4258, 8690, 12767, 13065, 9678]",8820.17

Minimax,Minimax,7,vertical,True,True,2,"[0.1166, 0.3744, 0.2395, 0.3052]",0.26,"[395, 1259, 792, 1050]",874.0

Minimax,Greedy,8,horizontal,True,True,5,"[39.1792, 80.0137, 153.0739, 31.9107]",76.04,"[100870, 222309, 418966, 100341]",210621.5

Minimax,Minimax,11,vertical,True,True,4,"[16.6998, 15.6686, 33.6591, 38.8425, 24.4118, 33.2774]",27.09,"[96931, 88136, 188454, 217711, 140027, 196174]",154572.17

Minimax,Minimax,9,vertical,True,True,3,"[0.6331, 1.5122, 1.9535, 1.5896, 1.5791]",1.45,"[3592, 8498, 10886, 9345, 9845]",8433.2

Minimax,Greedy,6,vertical,True,True,2,"[0.172, 0.222, 0.2012]",0.2,"[967, 1247, 1123]",1112.33

Minimax,Minimax,10,horizontal,True,True,5,"[15.2591, 37.9513, 83.7303, 89.9026, 72.3604]",59.84,"[68366, 170357, 411330, 434926, 384880]",293971.8

Minimax,Minimax,3,horizontal,True,True,4,"[14.0613, 9.3581]",11.71,"[80185, 54855]",67520.0

Minimax,Minimax,11,vertical,True,True,3,"[0.425, 0.785, 1.5861, 2.2762, 2.2405, 1.5656]",1.48,"[2454, 4258, 8690, 12767, 13065, 9678]",8485.33

Minimax,Minimax,7,vertical,True,True,2,"[0.063, 0.0814, 0.158, 0.2064]",0.13,"[344, 435, 848, 1116]",685.75

Minimax,Minimax,11,vertical,True,True,5,"[10.412, 43.1173, 67.7142, 34.0542, 31.9589, 25.8633]",35.52,"[41945, 194939, 329350, 158916, 160678, 139019]",170807.83

Greedy,Greedy,9,vertical,True,True,4,"[21.1539, 26.1564, 27.0221, 20.8872]",23.8,"[119844, 151132, 161965, 134950]",141972.75

Minimax,Minimax,5,horizontal,True,True,3,"[1.1713, 1.9536, 1.0785]",1.4,"[6591, 11162, 6403]",8052.0

Minimax,Minimax,7,vertical,True,True,2,"[0.1405, 0.159, 0.1456, 0.202]",0.16,"[795, 882, 806, 1116]",899.75

Minimax,Greedy,4,horizontal,True,True,5,"[31.8561, 69.7547]",50.81,"[149184, 356349]",252766.5

Minimax,Minimax,7,vertical,True,True,4,"[10.5026, 33.6639, 58.5439, 30.8807]",33.4,"[59466, 189155, 330337, 176977]",188983.75

Minimax,Minimax,11,vertical,True,True,3,"[0.4449, 1.5929, 1.8668, 1.4445, 1.243, 0.649]",1.21,"[2385, 8676, 10357, 8409, 8390, 4549]",7127.67

Minimax,Minimax,9,horizontal,True,True,2,"[0.065, 0.081, 0.159, 0.227, 0.238]",0.15,"[345, 442, 878, 1277, 1343]",857.0

Minimax,Minimax,3,horizontal,True,True,5,"[31.2328, 32.7954]",32.01,"[150163, 172080]",161121.5

Minimax,Greedy,10,vertical,True,True,4,"[20.9711, 23.1256, 27.018, 38.1616, 19.7789]",25.81,"[119228, 133901, 158138, 235849, 131654]",155754.0

Minimax,Greedy,10,lru,True,True,3,"[1.151, 2.0104, 1.6358, 1.627, 1.1479]",1.51,"[6405, 11513, 9686, 9504, 6864]",8794.4

Greedy,Greedy,11,vertical,True,True,2,"[0.284, 0.153, 0.2305, 0.26, 0.284]",0.24,"[1561, 862, 1281, 1532, 1551]",1357.4

Minimax,Greedy,6,vertical,True,True,5,"[35.3642, 77.2689, 88.9456]",67.19,"[157071, 377132, 462196]",332133.0

Minimax,Minimax,9,horizontal,True,True,4,"[10.276, 18.2953, 40.4413, 42.3033, 18.4299]",25.95,"[59164, 103780, 229344, 241045, 109888]",148644.2

Minimax,Greedy,8,horizontal,True,True,3,"[0.9002, 1.3038, 1.2012, 0.9144]",1.08,"[4971, 7213, 6848, 5650]",6170.5

Minimax,Minimax,9,vertical,True,True,2,"[0.0622, 0.1484, 0.152, 0.223, 0.252]",0.17,"[345, 831, 832, 1237, 1436]",936.2

Minimax,Greedy,6,vertical,True,True,5,"[35.1125, 77.1907, 89.0414]",67.11,"[157071, 377132, 462196]",332133.0

Minimax,Greedy,10,vertical,True,True,4,"[15.7456, 31.222, 43.2898, 35.9321, 23.455]",29.93,"[90767, 174854, 244585, 210473, 142247]",172585.2

Minimax,Minimax,5,vertical,True,True,3,"[0.504, 1.6379, 2.4172]",1.52,"[2777, 8937, 13308]",8340.67

Minimax,Greedy,8,lru,True,True,2,"[0.161, 0.2172, 0.3111, 0.246]",0.23,"[874, 1212, 1772, 1366]",1306.0

Minimax,Minimax,11,lru,True,True,5,"[14.6095, 29.9452, 68.2061, 85.9953, 52.1821, 28.2935]",46.54,"[63649, 130325, 326003, 445652, 294834, 161742]",237034.17

Minimax,Greedy,10,vertical,True,True,4,"[9.033, 25.6779, 48.6033, 34.338, 21.1741]",27.77,"[54902, 145001, 276035, 196574, 126606]",159823.6

Minimax,Minimax,7,vertical,True,True,3,"[0.568, 1.0562, 1.4729, 2.312]",1.35,"[3228, 5769, 8048, 13145]",7547.5

Minimax,Greedy,10,horizontal,True,True,2,"[0.069, 0.1722, 0.249, 0.218, 0.179]",0.18,"[418, 877, 1274, 1205, 1018]",958.4

Minimax,Greedy,6,vertical,True,True,5,"[27.7356, 51.0474, 79.703]",52.83,"[130296, 247778, 413139]",263737.67

Minimax,Greedy,4,horizontal,True,True,4,"[25.8903, 12.3047]",19.1,"[151646, 73966]",112806.0

Minimax,Greedy,10,lru,True,True,3,"[0.52, 1.2724, 2.1664, 3.3305, 3.0113]",2.06,"[2962, 6966, 12000, 18925, 16541]",11478.8

Minimax,Greedy,8,vertical,True,True,2,"[0.153, 0.211, 0.2766, 0.2664]",0.23,"[867, 1186, 1559, 1495]",1276.75

Minimax,Minimax,9,lrd,True,True,5,"[16.7317, 57.6218, 120.2828, 71.3294, 51.3141]",63.46,"[70600, 261003, 570396, 365089, 286235]",310664.6

Minimax,Greedy,8,lru,True,True,4,"[16.3152, 38.1192, 110.3539, 64.6471]",57.36,"[91230, 202683, 590085, 358124]",310530.5

Minimax,Minimax,9,horizontal,True,True,3,"[1.2421, 1.5796, 0.9587, 0.924, 1.2316]",1.19,"[6387, 8432, 5484, 5297, 7086]",6537.2

Greedy,Greedy,11,lru,True,True,2,"[0.074, 0.174, 0.288, 0.226, 0.1894]",0.19,"[417, 848, 1534, 1335, 1120]",1050.8

Greedy,Greedy,11,vertical,True,True,5,"[25.5662, 47.5856, 77.7903, 72.9598, 77.1389]",60.21,"[112593, 199590, 358508, 366223, 390619]",285506.6

Minimax,Minimax,14,lru,True,True,4,"[15.8341, 24.1406, 44.5168, 38.121, 20.9559, 20.1239, 11.6894]",25.05,"[86668, 130520, 239930, 205904, 113985, 119161, 74924]",138727.43

Minimax,Greedy,10,horizontal,True,True,3,"[0.5425, 1.515, 1.8587, 1.8065, 1.5895]",1.46,"[2962, 7911, 9772, 9890, 9143]",7935.6

Minimax,Minimax,3,horizontal,True,True,2,"[0.14, 0.126]",0.13,"[745, 685]",715.0

Minimax,Minimax,7,vertical,True,True,5,"[16.2821, 56.0934, 59.4522, 62.3352]",48.54,"[72955, 257603, 281979, 332343]",236220.0

Minimax,Greedy,10,vertical,True,True,4,"[19.4381, 21.0772, 27.525, 23.1005, 18.0922]",21.85,"[104892, 114044, 150201, 133404, 108642]",122236.6

Minimax,Minimax,5,horizontal,True,True,3,"[1.2806, 2.4943, 2.163]",1.98,"[6703, 13317, 11913]",10644.33

Minimax,Minimax,5,vertical,True,True,2,"[0.1535, 0.17, 0.221]",0.18,"[825, 904, 1205]",978.0

Minimax,Greedy,10,horizontal,True,True,5,"[14.8845, 44.9558, 96.4914, 72.154, 36.7092]",53.04,"[65381, 192272, 426953, 350218, 200085]",246981.8

Minimax,Minimax,5,vertical,True,True,4,"[31.6592, 27.7035, 17.7188]",25.69,"[172925, 151926, 99811]",141554.0

Minimax,Greedy,10,horizontal,True,True,3,"[0.485, 1.4816, 2.3856, 2.6759, 1.5194]",1.71,"[2636, 7723, 12403, 14296, 8591]",9129.8

Minimax,Minimax,3,horizontal,True,True,2,"[0.177, 0.129]",0.15,"[947, 700]",823.5

Minimax,Greedy,4,horizontal,True,True,5,"[35.5986, 35.7498]",35.67,"[159838, 180538]",170188.0

Minimax,Greedy,4,horizontal,True,True,4,"[22.7306, 17.5707]",20.15,"[123842, 97854]",110848.0

Minimax,Greedy,4,horizontal,True,True,3,"[1.4218, 1.2906]",1.36,"[7459, 7307]",7383.0

Minimax,Greedy,4,horizontal,True,True,2,"[0.265, 0.2054]",0.24,"[1331, 1146]",1238.5

