winner,starter,total_turns,win_direction,ab_pruning,t_tables,depth,turn_times,average_turn_time,turn_nodes,average_turn_nodes

Minimax,Minimax,11,horizontal,True,True,3,"[0.002, 0.519, 1.0229, 2.353, 2.5883, 1.3361]",1.3,"[1, 2902, 5693, 13234, 14429, 7762]",7336.83,,"[9.5798, 24.3431, 15.928, 35.3023, 65.2379]",30.08,"[0, 0, 0, 0, 0]",0.0

