winner,starter,total_turns,win_direction,ab_pruning,t_tables,depth,turn_times,average_turn_time,turn_nodes,average_turn_nodes
Minimax,Random,18,vertical,True,True,4,"[6.0412, 7.5352, 9.1999, 26.8787, 26.6002, 52.3126, 30.2436, 23.6383, 13.5173]",21.77,"[35820, 46198, 57303, 155275, 154747, 309866, 178475, 142715, 84425]",129424.89

Minimax,Random,8,horizontal,True,True,5,"[8.7643, 12.6566, 30.6594, 45.7021]",24.45,"[37693, 60121, 149869, 241290]",122243.25

Minimax,Minimax,7,horizontal,True,True,1,"[0.003, 0.006, 0.008, 0.009]",0.01,"[1, 19, 37, 55]",28.0

Minimax,Random,12,horizontal,True,True,2,"[0.061, 0.061, 0.07, 0.152, 0.252, 0.1493]",0.12,"[343, 343, 394, 866, 1414, 840]",700.0

Minimax,Minimax,11,horizontal,True,True,3,"[0.002, 0.41, 0.463, 1.2697, 1.0746, 1.0081]",0.7,"[1, 2315, 2748, 7440, 6662, 6247]",4235.5

Minimax,Minimax,7,horizontal,True,True,4,"[0.002, 7.2453, 9.3783, 13.115]",7.44,"[1, 42608, 55955, 79435]",44499.75

Minimax,Random,10,vertical,True,True,5,"[8.7647, 13.3305, 18.4736, 83.5824, 121.6294]",49.16,"[37410, 60836, 79094, 395490, 646480]",243862.0

Minimax,Minimax,7,horizontal,True,True,1,"[0.002, 0.005, 0.006, 0.008]",0.01,"[1, 19, 19, 37]",19.0

Minimax,Random,10,vertical,True,True,2,"[0.06, 0.127, 0.136, 0.255, 0.252]",0.17,"[343, 728, 782, 1456, 1434]",948.6

Minimax,Random,12,horizontal,True,True,3,"[0.363, 0.4666, 0.577, 0.96, 1.7005, 1.1338]",0.87,"[2008, 2592, 3168, 5341, 10234, 7643]",5164.33

Minimax,Random,18,lru,True,True,4,"[5.9224, 7.8232, 6.9172, 26.681, 39.6247, 36.0839, 31.9826, 18.4855, 8.9543]",20.27,"[34907, 48155, 43213, 154759, 230215, 207457, 191960, 116914, 63016]",121177.33

Minimax,Random,16,vertical,True,True,5,"[8.8423, 15.8062, 15.2117, 39.5701, 64.0616, 56.3257, 32.7454, 14.9084]",30.93,"[38005, 68367, 64049, 188646, 325918, 295606, 181213, 91472]",156659.5

Minimax,Random,8,vertical,True,True,1,"[0.005, 0.005, 0.009, 0.013]",0.01,"[19, 19, 37, 55]",32.5

Minimax,Random,12,vertical,True,True,2,"[0.0609, 0.0606, 0.071, 0.154, 0.261, 0.259]",0.14,"[343, 344, 399, 875, 1497, 1461]",819.83

Minimax,Minimax,9,vertical,True,True,3,"[0.002, 0.4372, 0.567, 1.6825, 1.9029]",0.92,"[1, 2467, 3192, 9243, 11132]",5207.0

Minimax,Random,16,vertical,True,True,4,"[6.1945, 10.3468, 8.9199, 28.8549, 29.0499, 48.6555, 54.7996, 30.5384]",27.17,"[36580, 62173, 55633, 167646, 170989, 280347, 322346, 188121]",160479.38

Minimax,Minimax,7,horizontal,True,True,5,"[0.003, 11.6307, 23.9899, 15.7704]",12.85,"[1, 53013, 121610, 92778]",66850.5

Minimax,Random,14,vertical,True,True,1,"[0.006, 0.005, 0.009, 0.008, 0.009, 0.011, 0.014]",0.01,"[19, 19, 37, 37, 37, 55, 73]",39.57

Minimax,Minimax,9,vertical,True,True,2,"[0.002, 0.061, 0.07, 0.2175, 0.17]",0.1,"[1, 347, 398, 1260, 991]",599.4

Minimax,Minimax,14,vertical,True,True,3,"[0.002, 0.4717, 0.5619, 1.1911, 1.121, 1.0266, 1.5057]",0.84,"[1, 2678, 3196, 6637, 6405, 6426, 8904]",4892.43

Minimax,Minimax,7,horizontal,True,True,4,"[0.002, 9.0273, 21.0529, 15.8034]",11.47,"[1, 53313, 125146, 94447]",68226.75

Minimax,Random,12,lrd,True,True,5,"[8.7503, 16.3951, 31.1755, 65.9517, 62.8174, 44.4904]",38.26,"[37410, 75242, 145972, 306833, 296882, 241009]",183891.33

Minimax,Random,10,vertical,True,True,1,"[0.005, 0.005, 0.008, 0.009, 0.012]",0.01,"[19, 19, 37, 37, 55]",33.4

Minimax,Minimax,11,horizontal,True,True,2,"[0.002, 0.062, 0.076, 0.171, 0.159, 0.1264]",0.1,"[1, 348, 431, 980, 898, 705]",560.5

Minimax,Random,14,vertical,True,True,3,"[0.3543, 0.472, 0.978, 1.1947, 1.2354, 0.8664, 0.799]",0.84,"[1983, 2592, 5574, 6769, 7400, 5727, 5712]",5108.14

Minimax,Random,12,horizontal,True,True,4,"[6.1087, 7.9852, 19.4992, 34.8101, 33.135, 29.0544]",21.77,"[35820, 48247, 113524, 203010, 191622, 169105]",126888.0

