winner,starter,total_turns,win_direction,ab_pruning,t_tables,depth,turn_times,average_turn_time,turn_nodes,average_turn_nodes
Negamax,Greedy,6,vertical,True,True,4,"[5.8998, 13.7196, 14.6607]",11.43,"[32695, 77427, 83558]",64560.0

Negamax,Greedy,8,vertical,True,True,1,"[0.009, 0.008, 0.012, 0.012]",0.01,"[37, 37, 55, 55]",46.0

Negamax,Negamax,7,horizontal,True,True,2,"[0.092, 0.15, 0.1125, 0.111]",0.12,"[458, 856, 628, 622]",641.0

Negamax,Greedy,10,vertical,True,True,3,"[0.9649, 1.8684, 1.9218, 2.2331, 2.0167]",1.8,"[5489, 10648, 11138, 13103, 11962]",10468.0

Negamax,Greedy,10,vertical,True,True,4,"[3.9423, 12.5097, 5.8684, 7.2336, 8.3022]",7.57,"[22495, 68830, 31742, 38556, 48482]",42021.0

Negamax,Greedy,6,vertical,True,True,1,"[0.009, 0.009, 0.012]",0.01,"[37, 37, 55]",43.0

Negamax,Greedy,10,lru,True,True,2,"[0.096, 0.109, 0.213, 0.3105, 0.145]",0.17,"[542, 610, 1200, 1751, 826]",985.8

Negamax,Greedy,8,lrd,True,True,3,"[0.896, 1.139, 2.5729, 2.8705]",1.87,"[5068, 6421, 14251, 16309]",10512.25

Negamax,Greedy,10,vertical,True,True,4,"[12.2614, 17.3925, 15.4486, 14.7519, 9.5711]",13.89,"[67705, 96689, 88538, 85167, 60523]",79724.4

Negamax,Greedy,8,lrd,True,True,1,"[0.006, 0.01, 0.012, 0.015]",0.01,"[19, 37, 55, 73]",46.0

Negamax,Greedy,8,vertical,True,True,2,"[0.076, 0.106, 0.19, 0.158]",0.13,"[424, 590, 1065, 888]",741.75

Negamax,Greedy,12,vertical,True,True,3,"[0.4217, 1.225, 2.1167, 2.6364, 1.9212, 1.399]",1.62,"[2475, 6953, 12083, 15248, 11388, 8584]",9455.17

Negamax,Greedy,10,lru,True,True,4,"[4.1454, 9.3788, 14.4755, 15.8997, 7.9959]",10.38,"[22633, 52593, 81961, 92552, 51197]",60187.2

Greedy,Greedy,9,vertical,True,True,1,"[0.006, 0.008, 0.013, 0.013]",0.01,"[19, 37, 55, 55]",41.5

Negamax,Negamax,7,vertical,True,True,2,"[0.058, 0.101, 0.162, 0.136]",0.11,"[305, 566, 914, 756]",635.25

Negamax,Greedy,12,vertical,True,True,3,"[1.3631, 1.9518, 1.9799, 1.7023, 1.573, 0.4514]",1.5,"[7775, 11233, 11190, 10049, 9669, 3343]",8876.5

Negamax,Greedy,8,lru,True,True,4,"[5.7704, 8.3916, 10.4959, 10.5916]",8.81,"[31906, 46807, 57840, 63063]",49904.0

Greedy,Greedy,7,vertical,True,True,1,"[0.008, 0.009, 0.012]",0.01,"[37, 37, 55]",43.0

Negamax,Greedy,10,vertical,True,True,2,"[0.067, 0.128, 0.1434, 0.145, 0.187]",0.13,"[399, 717, 794, 809, 1050]",753.8

Negamax,Greedy,6,horizontal,True,True,3,"[1.503, 1.8744, 1.6538]",1.68,"[8659, 11022, 10064]",9915.0

Negamax,Negamax,9,horizontal,True,True,4,"[6.0886, 13.3079, 21.1945, 18.5927, 13.6615]",14.57,"[33550, 75356, 123304, 109756, 79381]",84269.4

Greedy,Greedy,9,vertical,True,True,1,"[0.004, 0.009, 0.012, 0.013]",0.01,"[19, 37, 55, 55]",41.5

Negamax,Negamax,9,vertical,True,True,2,"[0.09, 0.079, 0.129, 0.166, 0.269]",0.15,"[502, 451, 712, 916, 1500]",816.2

Negamax,Negamax,3,horizontal,True,True,3,"[0.718, 0.7784]",0.75,"[4197, 4822]",4509.5

Negamax,Negamax,3,horizontal,True,True,4,"[5.001, 7.1624]",6.08,"[28042, 41040]",34541.0

Negamax,Greedy,8,lru,True,True,1,"[0.009, 0.013, 0.013, 0.015]",0.01,"[37, 55, 55, 73]",55.0

Negamax,Greedy,10,lru,True,True,2,"[0.084, 0.101, 0.228, 0.247, 0.159]",0.16,"[481, 565, 1288, 1400, 945]",935.8

Negamax,Greedy,6,vertical,True,True,3,"[0.7669, 1.657, 1.7626]",1.4,"[4337, 9517, 10193]",8015.67

Negamax,Negamax,3,horizontal,True,True,4,"[2.4163, 7.1926]",4.8,"[13745, 41126]",27435.5

Greedy,Greedy,9,vertical,True,True,1,"[0.01, 0.011, 0.011, 0.012]",0.01,"[19, 37, 55, 55]",41.5

Negamax,Negamax,7,vertical,True,True,2,"[0.069, 0.157, 0.381, 0.155]",0.19,"[391, 876, 2151, 903]",1080.25

Negamax,Negamax,9,vertical,True,True,3,"[0.6146, 1.097, 2.0641, 1.546, 2.314]",1.53,"[3409, 6218, 11906, 9047, 13739]",8863.8

Negamax,Negamax,7,vertical,True,True,4,"[2.6737, 5.0679, 14.7013, 16.4751]",9.73,"[14857, 28351, 80835, 92459]",54125.5

