winner,starter,total_turns,win_direction,ab_pruning,t_tables,depth,turn_times,average_turn_time,turn_nodes,average_turn_nodes
Minimax,Greedy,8,vertical,True,True,3,"[1.566, 2.4132, 2.1053, 2.8724]",2.24,"[8538, 13356, 11526, 16207]",12406.75
Minimax,Greedy,4,horizontal,True,True,4,"[21.7278, 30.8722]",26.3,"[127111, 183144]",155127.5
Minimax,Minimax,9,horizontal,True,True,1,"[0.005, 0.008, 0.009, 0.015, 0.011]",0.01,"[19, 37, 37, 73, 55]",44.2
Minimax,Minimax,9,vertical,True,True,2,"[0.138, 0.14, 0.2021, 0.231, 0.276]",0.2,"[784, 793, 1125, 1290, 1571]",1112.6
Greedy,Greedy,3,horizontal,True,True,3,[0.5367],0.54,[3203],3203.0
Minimax,Greedy,6,vertical,True,True,4,"[16.3009, 30.3758, 35.9451]",27.54,"[93897, 177528, 210765]",160730.0
Minimax,Minimax,9,vertical,True,True,1,"[0.008, 0.009, 0.009, 0.012, 0.016]",0.01,"[37, 37, 37, 55, 73]",47.8
Greedy,Greedy,3,horizontal,True,True,2,[0.144],0.14,[928],928.0
Minimax,Minimax,5,horizontal,True,True,3,"[0.8902, 1.432, 1.8546]",1.39,"[5087, 8321, 11375]",8261.0
Minimax,Greedy,8,vertical,True,True,4,"[18.4655, 36.8826, 103.9246, 39.8149]",49.77,"[106799, 213334, 419235, 147477]",221711.25
Minimax,Minimax,7,vertical,True,True,1,"[0.013, 0.013, 0.019, 0.019]",0.02,"[37, 37, 55, 55]",46.0
Minimax,Minimax,11,lrd,True,True,2,"[0.232, 0.255, 0.236, 0.221, 0.624, 0.4006]",0.33,"[774, 866, 792, 784, 2087, 1378]",1113.5
Minimax,Greedy,8,vertical,True,True,3,"[2.8671, 4.2316, 3.877, 3.46]",3.61,"[9349, 14109, 12719, 11718]",11973.75
Minimax,Minimax,7,vertical,True,True,4,"[13.8827, 49.0557, 57.549, 41.5472]",40.51,"[47732, 169023, 199063, 143936]",139938.5
Minimax,Minimax,9,vertical,True,True,1,"[0.008, 0.018, 0.025, 0.025, 0.024]",0.02,"[19, 55, 73, 73, 73]",58.6
Minimax,Greedy,10,horizontal,True,True,2,"[0.5378, 0.2558, 0.227, 0.4813, 0.3405]",0.37,"[1832, 880, 812, 1686, 1276]",1297.2
Minimax,Greedy,8,vertical,True,True,3,"[2.6375, 3.9968, 3.5357, 4.8319]",3.75,"[8538, 13356, 11526, 16207]",12406.75
Minimax,Greedy,6,vertical,True,True,4,"[23.5834, 30.5121, 35.9122]",30.0,"[93897, 177528, 210765]",160730.0
Minimax,Minimax,3,vertical,True,True,1,"[0.009, 0.012]",0.01,"[37, 55]",46.0
Minimax,Minimax,7,vertical,True,True,2,"[0.0751, 0.0729, 0.217, 0.2022]",0.14,"[383, 413, 1223, 1136]",788.75
Minimax,Greedy,8,vertical,True,True,3,"[1.7271, 2.5349, 2.3077, 2.0413]",2.15,"[9349, 14109, 12719, 11718]",11973.75
Minimax,Minimax,9,horizontal,True,True,4,"[6.5074, 13.9307, 27.5436, 45.4307, 18.584]",22.4,"[39574, 79649, 157024, 258067, 109973]",128857.4
Minimax,Greedy,8,vertical,True,True,1,"[0.008, 0.012, 0.015, 0.012]",0.01,"[37, 55, 73, 55]",55.0
Greedy,Greedy,9,vertical,True,True,2,"[0.1178, 0.206, 0.3959, 0.388]",0.28,"[715, 1154, 2202, 2180]",1562.75
Minimax,Greedy,4,horizontal,True,True,3,"[0.892, 1.6126]",1.25,"[5013, 9565]",7289.0
Minimax,Greedy,6,vertical,True,True,4,"[21.4492, 27.1549, 36.402]",28.34,"[128591, 155600, 210155]",164782.0
Greedy,Greedy,9,vertical,True,True,1,"[0.005, 0.008, 0.012, 0.013]",0.01,"[19, 37, 55, 55]",41.5
Minimax,Minimax,9,vertical,True,True,2,"[0.062, 0.08, 0.169, 0.234, 0.358]",0.18,"[344, 451, 953, 1298, 2033]",1015.8
Minimax,Minimax,3,vertical,True,True,3,"[0.8874, 1.0741]",0.98,"[4905, 5946]",5425.5
Minimax,Greedy,8,lru,True,True,4,"[15.4144, 31.1544, 29.6369, 30.6393]",26.71,"[92744, 178006, 173346, 187375]",157867.75
Greedy,Greedy,3,vertical,True,True,1,[0.012],0.01,[55],55.0
Minimax,Minimax,9,lru,True,True,2,"[0.1443, 0.144, 0.273, 0.202, 0.267]",0.21,"[816, 826, 1585, 1176, 1543]",1189.2
Minimax,Greedy,8,lrd,True,True,3,"[0.704, 1.7912, 1.475, 1.6721]",1.41,"[3916, 10113, 8322, 10156]",8126.75
Minimax,Greedy,10,vertical,True,True,4,"[14.8056, 36.4446, 23.1062, 24.4039, 17.8144]",23.31,"[85198, 209532, 132232, 144390, 114088]",137088.0
Minimax,Minimax,7,vertical,True,True,1,"[0.008, 0.008, 0.011, 0.011]",0.01,"[37, 37, 55, 55]",46.0
Minimax,Greedy,8,vertical,True,True,2,"[0.1332, 0.156, 0.277, 0.247]",0.2,"[758, 886, 1581, 1449]",1168.5
Minimax,Minimax,9,vertical,True,True,3,"[0.3665, 1.0438, 2.3084, 2.5666, 2.1533]",1.69,"[1935, 5805, 12873, 14540, 12286]",9487.8
Minimax,Minimax,9,horizontal,True,True,4,"[9.4224, 16.2401, 31.942, 46.268, 26.2394]",26.02,"[55795, 98374, 181741, 266001, 153347]",151051.6
Greedy,Greedy,3,horizontal,True,True,1,[0.008],0.01,[37],37.0
Minimax,Minimax,5,vertical,True,True,2,"[0.148, 0.139, 0.197]",0.16,"[839, 786, 1128]",917.67
Minimax,Minimax,3,horizontal,True,True,3,"[0.471, 1.1841]",0.83,"[2748, 7114]",4931.0
Minimax,Minimax,11,horizontal,True,True,4,"[6.9582, 15.106, 25.8174, 35.7984, 19.2836, 15.4755]",19.74,"[42266, 86688, 147220, 205638, 115190, 97297]",115716.5
Minimax,Minimax,7,vertical,True,True,1,"[0.008, 0.005, 0.012, 0.011]",0.01,"[37, 19, 55, 55]",41.5
Minimax,Greedy,8,vertical,True,True,2,"[0.1585, 0.267, 0.301, 0.238]",0.24,"[878, 1543, 1714, 1366]",1375.25
Minimax,Greedy,6,vertical,True,True,3,"[0.8528, 1.178, 1.8742]",1.3,"[4857, 6557, 10840]",7418.0
